"Artist","Genres"
"DuranDuran","new wave"
"DuranDuran","new wave pop"
"DuranDuran","rock"
"DuranDuran","soft rock"
"DuranDuran","synthpop"
"PearlJam","alternative rock"
"PearlJam","grunge"
"PearlJam","permanent wave"
"PearlJam","pop rock"
"PearlJam","rock"
"R.E.M.","alternative rock"
"R.E.M.","athens indie"
"R.E.M.","classic rock"
"R.E.M.","permanent wave"
"R.E.M.","pop rock"
"R.E.M.","rock"
"RoyalTusk","edmonton indie"
"RoyalTusk","modern alternative rock"
"RoyalTusk","modern hard rock"
"Hurt","metropopolis"
"Hurt","neo-synthpop"
"EddieVedder","acoustic rock"
"EddieVedder","permanent wave"
"EddieVedder","rock"
"Sum41","alternative metal"
"Sum41","canadian pop punk"
"Sum41","canadian punk"
"Sum41","nu metal"
"Sum41","pop punk"
"Sum41","punk"
"Powerwolf","german metal"
"Powerwolf","german power metal"
"Powerwolf","metal"
"Powerwolf","power metal"
"BigWreck","canadian indie"
"BigWreck","canadian rock"
"Boston","album rock"
"Boston","art rock"
"Boston","classic rock"
"Boston","country rock"
"Boston","folk rock"
"Boston","hard rock"
"Boston","mellow gold"
"Boston","rock"
"Boston","soft rock"
"TheNotoriousB.I.G.","east coast hip hop"
"TheNotoriousB.I.G.","gangster rap"
"TheNotoriousB.I.G.","hardcore hip hop"
"TheNotoriousB.I.G.","hip hop"
"TheNotoriousB.I.G.","rap"
"Myka,Relocate","metalcore"
"Myka,Relocate","post-screamo"
"Myka,Relocate","screamo"
"Myka,Relocate","trancecore"
"ForeverTheSickestKids","Unknown"
"JohnnyCash","arkansas country"
"JohnnyCash","outlaw country"
"BlindMelon","alternative metal"
"BlindMelon","alternative rock"
"BlindMelon","blues rock"
"BlindMelon","grunge"
"BlindMelon","pop rock"
"BlindMelon","rock"
"MenWithoutHats","classic canadian rock"
"MenWithoutHats","new romantic"
"MenWithoutHats","new wave"
"MenWithoutHats","new wave pop"
"MenWithoutHats","synthpop"
"ThePlotInYou","Unknown"
"ThePolice","album rock"
"ThePolice","art rock"
"ThePolice","classic rock"
"ThePolice","mellow gold"
"ThePolice","new wave"
"ThePolice","permanent wave"
"ThePolice","rock"
"ThePolice","soft rock"
"KojiKondo","japanese vgm"
"PassionPit","alternative dance"
"PassionPit","indie pop"
"PassionPit","indie rock"
"PassionPit","indietronica"
"PassionPit","modern alternative rock"
"PassionPit","modern rock"
"PassionPit","shimmer pop"
"FallingUp","christian alternative rock"
"FallingUp","christian music"
"FallingUp","christian punk"
"FallingUp","christian rock"
"FallingUp","dreamo"
"WalkOfftheEarth","Unknown"
"blink-182","pop punk"
"blink-182","punk"
"blink-182","socal pop punk"
"TheRaconteurs","alternative rock"
"TheRaconteurs","dance-punk"
"TheRaconteurs","garage rock"
"TheRaconteurs","garage rock revival"
"TheRaconteurs","indie rock"
"TheRaconteurs","modern alternative rock"
"TheRaconteurs","modern blues rock"
"TheRaconteurs","modern rock"
"TheRaconteurs","rock"
"TheRaconteurs","supergroup"
"Chiodos","metalcore"
"Chiodos","pop punk"
"Chiodos","post-hardcore"
"Chiodos","progressive post-hardcore"
"Chiodos","screamo"
"Sevendust","alternative metal"
"Sevendust","atlanta metal"
"Sevendust","industrial metal"
"Sevendust","nu metal"
"Sevendust","rap metal"
"Sevendust","rap rock"
"AWOLNATION","la indie"
"AWOLNATION","modern alternative rock"
"AWOLNATION","modern rock"
"AWOLNATION","pop rock"
"AWOLNATION","rock"
"AWOLNATION","stomp pop"
"BiffyClyro","modern alternative rock"
"BiffyClyro","modern rock"
"BiffyClyro","rock"
"BiffyClyro","scottish rock"
"Buckcherry","alternative metal"
"Buckcherry","glam metal"
"Buckcherry","hard rock"
"Buckcherry","nu metal"
"Buckcherry","post-grunge"
"Buckcherry","rock"
"Buckcherry","sleaze rock"
"Polyphia","instrumental rock"
"AlterBridge","alternative metal"
"AlterBridge","nu metal"
"AlterBridge","post-grunge"
"AlterBridge","rock"
"TheFrontBottoms","alternative emo"
"TheFrontBottoms","asbury park indie"
"TheFrontBottoms","emo"
"TheFrontBottoms","modern rock"
"TheFrontBottoms","new jersey indie"
"TheFrontBottoms","pop punk"
"HawthorneHeights","dayton indie"
"HawthorneHeights","emo"
"HawthorneHeights","neon pop punk"
"HawthorneHeights","pop punk"
"HawthorneHeights","post-hardcore"
"HawthorneHeights","screamo"
"Piebald","boston rock"
"Piebald","emo"
"Piebald","emo punk"
"Grouplove","indie pop"
"Grouplove","indie rock"
"Grouplove","indietronica"
"Grouplove","la indie"
"Grouplove","modern alternative rock"
"Grouplove","modern rock"
"Grouplove","pop rock"
"Grouplove","rock"
"Grouplove","stomp and holler"
"FromAutumnToAshes","Unknown"
"Ghost","dark trap"
"Ghost","florida rap"
"Ghost","underground hip hop"
"ScissorSisters","dance pop"
"ScissorSisters","dance rock"
"ScissorSisters","electropop"
"ScissorSisters","pop rock"
"StoneTemplePilots","alternative metal"
"StoneTemplePilots","alternative rock"
"StoneTemplePilots","grunge"
"StoneTemplePilots","hard rock"
"StoneTemplePilots","nu metal"
"StoneTemplePilots","pop rock"
"StoneTemplePilots","post-grunge"
"StoneTemplePilots","rock"
"BonJovi","glam metal"
"BonJovi","hard rock"
"BonJovi","rock"
"FameonFire","post-screamo"
"TheOffspring","alternative metal"
"TheOffspring","permanent wave"
"TheOffspring","punk"
"TheOffspring","rock"
"TheOffspring","skate punk"
"TheOffspring","socal pop punk"
"PalayeRoyale","modern alternative rock"
"PalayeRoyale","modern rock"
"PalayeRoyale","rock"
"PalayeRoyale","vegas indie"
"Evanescence","alternative metal"
"BrokenBells","alternative dance"
"BrokenBells","indie pop"
"BrokenBells","indie rock"
"BrokenBells","indietronica"
"BrokenBells","la indie"
"BrokenBells","modern alternative rock"
"BrokenBells","modern rock"
"BrokenBells","new rave"
"BrokenBells","rock"
"BrokenBells","shimmer pop"
"TheFray","neo mellow"
"TheFray","piano rock"
"TheFray","pop"
"TheFray","pop rock"
"ReelBigFish","modern ska punk"
"ReelBigFish","pop punk"
"ReelBigFish","punk"
"ReelBigFish","ska"
"ReelBigFish","ska punk"
"ReelBigFish","skate punk"
"ReelBigFish","socal pop punk"
"Nirvana","alternative rock"
"Nirvana","grunge"
"Nirvana","permanent wave"
"Nirvana","rock"
"TheWho","album rock"
"TheWho","art rock"
"TheWho","blues rock"
"TheWho","british invasion"
"TheWho","classic rock"
"TheWho","folk rock"
"TheWho","hard rock"
"TheWho","mellow gold"
"TheWho","rock"
"TheWho","roots rock"
"BackstreetBoys","boy band"
"BackstreetBoys","dance pop"
"SerjTankian","alternative metal"
"SerjTankian","nu metal"
"EdSheeran","pop"
"EdSheeran","uk pop"
"SaidTheWhale","canadian indie"
"SaidTheWhale","vancouver indie"
"BlueStahli","cyberpunk"
"BlueStahli","future rock"
"BlueStahli","industrial metal"
"Puscifer","alternative metal"
"Puscifer","alternative rock"
"Puscifer","industrial metal"
"Puscifer","industrial rock"
"Puscifer","nu metal"
"TheRealMcKenzies","canadian celtic"
"TheRealMcKenzies","canadian punk"
"TheRealMcKenzies","celtic rock"
"TheRealMcKenzies","punk"
"TheRealMcKenzies","shanty"
"TheRealMcKenzies","skate punk"
"TheRealMcKenzies","vancouver punk"
"Mechina","cyber metal"
"Mechina","electronic djent"
"Mechina","sci-fi metal"
"Mechina","symphonic death metal"
"ArcadeFire","alternative dance"
"ArcadeFire","alternative rock"
"ArcadeFire","baroque pop"
"ArcadeFire","canadian indie"
"ArcadeFire","dance-punk"
"ArcadeFire","indie pop"
"ArcadeFire","indie rock"
"ArcadeFire","modern rock"
"ArcadeFire","new rave"
"ArcadeFire","permanent wave"
"ArcadeFire","quebec indie"
"ArcadeFire","rock"
"Mountain","album rock"
"Mountain","blues rock"
"Mountain","classic rock"
"Mountain","country rock"
"Mountain","hard rock"
"Mountain","psychedelic rock"
"Mountain","rock"
"AttackAttack!","screamo"
"AttackAttack!","trancecore"
"MemphisMayFire","christian rock"
"MemphisMayFire","melodic metalcore"
"MemphisMayFire","metalcore"
"MemphisMayFire","post-screamo"
"MemphisMayFire","screamo"
"FriendorEnemy","Unknown"
"OpenHand","Unknown"
"TypeONegative","alternative metal"
"TypeONegative","gothic metal"
"TypeONegative","hard rock"
"TypeONegative","industrial metal"
"TypeONegative","industrial rock"
"TypeONegative","metal"
"TypeONegative","nu metal"
"TypeONegative","rock"
"DepecheMode","dance rock"
"DepecheMode","new romantic"
"DepecheMode","new wave"
"DepecheMode","permanent wave"
"DepecheMode","synthpop"
"BruceSpringsteen","classic rock"
"BruceSpringsteen","heartland rock"
"BruceSpringsteen","mellow gold"
"BruceSpringsteen","permanent wave"
"BruceSpringsteen","rock"
"BruceSpringsteen","singer-songwriter"
"JimmyEatWorld","emo"
"JimmyEatWorld","modern power pop"
"JimmyEatWorld","modern rock"
"JimmyEatWorld","pop punk"
"JimmyEatWorld","pop rock"
"JimmyEatWorld","rock"
"Static-X","alternative metal"
"Static-X","groove metal"
"Static-X","industrial metal"
"Static-X","industrial rock"
"Static-X","nu metal"
"Static-X","rap metal"
"Static-X","rap rock"
"JemaineClement","waiata mo tamariki"
"XAmbassadors","indie poptimism"
"XAmbassadors","modern alternative rock"
"XAmbassadors","modern rock"
"XAmbassadors","pop"
"XAmbassadors","pop rock"
"XAmbassadors","rock"
"XAmbassadors","stomp pop"
"JesseNovak","Unknown"
"Pillar","christian alternative rock"
"Pillar","christian music"
"Pillar","christian rock"
"ThirdEyeBlind","alternative rock"
"ThirdEyeBlind","neo mellow"
"ThirdEyeBlind","pop rock"
"ThirdEyeBlind","post-grunge"
"ThirdEyeBlind","rock"
"Steppenwolf","acid rock"
"Steppenwolf","album rock"
"Steppenwolf","blues rock"
"Steppenwolf","classic canadian rock"
"Steppenwolf","classic rock"
"Steppenwolf","country rock"
"Steppenwolf","folk rock"
"Steppenwolf","hard rock"
"Steppenwolf","mellow gold"
"Steppenwolf","psychedelic rock"
"Steppenwolf","rock"
"Steppenwolf","roots rock"
"BoardsofCanada","ambient"
"BoardsofCanada","electronica"
"BoardsofCanada","intelligent dance music"
"BoardsofCanada","microhouse"
"BoardsofCanada","scottish electronic"
"BoardsofCanada","trip hop"
"DaronMalakianandScarsOnBroadway","Unknown"
"Pantera","alternative metal"
"Pantera","groove metal"
"Pantera","hard rock"
"Pantera","metal"
"Pantera","nu metal"
"Pantera","old school thrash"
"Pantera","rock"
"Pantera","texas metal"
"Pantera","wrestling"
"VelvetRevolver","alternative metal"
"VelvetRevolver","alternative rock"
"VelvetRevolver","hard rock"
"VelvetRevolver","nu metal"
"VelvetRevolver","rock"
"VelvetRevolver","supergroup"
"TheNeighbourhood","modern alternative rock"
"TheNeighbourhood","modern rock"
"TheNeighbourhood","pop"
"TheNeighbourhood","shimmer pop"
"GeorgeMichael","soft rock"
"SunnyDayRealEstate","Unknown"
"FallingInReverse","metalcore"
"FallingInReverse","modern rock"
"FallingInReverse","pop punk"
"FallingInReverse","rap metal"
"Catch22","modern ska punk"
"Catch22","punk"
"Catch22","ska"
"Catch22","ska punk"
"Catch22","skate punk"
"Hole","alternative rock"
"Hole","grunge"
"Hole","lilith"
"Hole","pop rock"
"Hole","rock"
"DREAMERS","indie poptimism"
"DREAMERS","modern alternative rock"
"DREAMERS","modern rock"
"DREAMERS","pop rock"
"DREAMERS","rock"
"JunkieXL","big beat"
"JunkieXL","soundtrack"
"Chunk!No,CaptainChunk!","anthem emo"
"Chunk!No,CaptainChunk!","easycore"
"Chunk!No,CaptainChunk!","metalcore"
"Chunk!No,CaptainChunk!","pop punk"
"Chunk!No,CaptainChunk!","post-screamo"
"CrookedX","australian indie"
"CrookedX","indie soul"
"CrookedX","vapor soul"
"ChristopherJackson","hollywood"
"ChristopherJackson","show tunes"
"BadWolves","alternative metal"
"BadWolves","metal"
"Audioslave","alternative metal"
"Audioslave","alternative rock"
"Audioslave","nu metal"
"Audioslave","permanent wave"
"Audioslave","post-grunge"
"Audioslave","rock"
"Audioslave","supergroup"
"QueensoftheStoneAge","Unknown"
"DreamTheater","metal"
"DreamTheater","neo classical metal"
"DreamTheater","progressive metal"
"DreamTheater","rock"
"Skrillex","brostep"
"Skrillex","complextro"
"Skrillex","edm"
"Skrillex","electro"
"Skrillex","pop dance"
"BlackEyedPeas","dance pop"
"BlackEyedPeas","pop"
"BlackEyedPeas","pop rap"
"AliceCooper","album rock"
"AliceCooper","blues rock"
"AliceCooper","classic rock"
"AliceCooper","detroit rock"
"AliceCooper","glam metal"
"AliceCooper","glam rock"
"AliceCooper","hard rock"
"AliceCooper","metal"
"AliceCooper","protopunk"
"AliceCooper","rock"
"TobyFox","indie game soundtrack"
"TobyFox","otacore"
"Broadway","broadway"
"Broadway","hollywood"
"IggyPop","alternative rock"
"IggyPop","art rock"
"IggyPop","classic rock"
"IggyPop","glam rock"
"IggyPop","new wave"
"IggyPop","permanent wave"
"IggyPop","post-punk"
"IggyPop","protopunk"
"IggyPop","punk"
"IggyPop","rock"
"PyotrIlyichTchaikovsky","classical"
"PyotrIlyichTchaikovsky","late romantic era"
"PyotrIlyichTchaikovsky","russian romanticism"
"FiveKnives","Unknown"
"NERO","drum and bass"
"NERO","edm"
"NERO","electro house"
"NERO","melodic dubstep"
"OkillyDokilly","comic metal"
"Skillet","alternative metal"
"Skillet","christian alternative rock"
"Skillet","christian music"
"Skillet","christian rock"
"Macklemore","pop rap"
"Macklemore","seattle hip hop"
"PussyRiot","riot grrrl"
"PussyRiot","russian indie"
"PussyRiot","russian punk"
"DeathFromAbove1979","Unknown"
"ParkwayDrive","alternative metal"
"ParkwayDrive","australian metalcore"
"ParkwayDrive","melodic metalcore"
"ParkwayDrive","metalcore"
"ParkwayDrive","nu metal"
"VernianProcess","dark cabaret"
"VernianProcess","steampunk"
"CanadianSoftball","alternative emo"
"StateChamps","anthem emo"
"StateChamps","pixie"
"StateChamps","pop punk"
"Propagandhi","canadian indie"
"Propagandhi","canadian punk"
"Propagandhi","folk punk"
"Propagandhi","melodic hardcore"
"Propagandhi","orgcore"
"Propagandhi","punk"
"Propagandhi","ska punk"
"Propagandhi","skate punk"
"Thursday","dreamo"
"Thursday","emo"
"Thursday","new jersey hardcore"
"Thursday","pop punk"
"Thursday","post-hardcore"
"Thursday","screamo"
"DanceGavinDance","metalcore"
"DanceGavinDance","pixie"
"DanceGavinDance","sacramento indie"
"DanceGavinDance","screamo"
"DanceGavinDance","swancore"
"TheSilentComedy","alternative americana"
"RickandMorty","Unknown"
"Garbage","alternative dance"
"Garbage","alternative rock"
"Garbage","dance pop"
"Garbage","dance rock"
"Garbage","electronic rock"
"Garbage","lilith"
"Garbage","permanent wave"
"Garbage","pop rock"
"Garbage","rock"
"AmandaPalmer","anti-folk"
"AmandaPalmer","dark cabaret"
"AmandaPalmer","piano rock"
"AmandaPalmer","steampunk"
"Morgan","contemporary country"
"FranzFerdinand","alternative rock"
"FranzFerdinand","dance rock"
"FranzFerdinand","dance-punk"
"FranzFerdinand","indie rock"
"FranzFerdinand","modern rock"
"FranzFerdinand","new rave"
"FranzFerdinand","rock"
"FranzFerdinand","scottish rock"
"ISetMyFriendsOnFire","Unknown"
"GoodCharlotte","alternative metal"
"GoodCharlotte","pop punk"
"RobinLester","Unknown"
"JimiHendrix","acid rock"
"JimiHendrix","album rock"
"JimiHendrix","blues rock"
"JimiHendrix","classic rock"
"JimiHendrix","hard rock"
"JimiHendrix","psychedelic rock"
"JimiHendrix","rock"
"Bush","alternative metal"
"Bush","alternative rock"
"Bush","modern rock"
"Bush","nu metal"
"Bush","pop rock"
"Bush","post-grunge"
"Bush","rap rock"
"Bush","rock"
"DireStraits","album rock"
"DireStraits","classic rock"
"DireStraits","mellow gold"
"DireStraits","rock"
"DireStraits","soft rock"
"RudeTins","modern ska punk"
"TheVerve","alternative rock"
"TheVerve","britpop"
"TheVerve","permanent wave"
"TheVerve","pop rock"
"TheVerve","rock"
"TheVerve","shoegaze"
"TheUsed","post-hardcore"
"TheUsed","screamo"
"BlackSabbath","album rock"
"BlackSabbath","birmingham metal"
"BlackSabbath","classic rock"
"BlackSabbath","hard rock"
"BlackSabbath","metal"
"BlackSabbath","rock"
"BlackSabbath","stoner rock"
"BlackSabbath","uk doom metal"
"HailTheVillain","hard alternative"
"Echosmith","dance pop"
"Echosmith","electropop"
"Echosmith","indie poptimism"
"Echosmith","pop rock"
"OliviaFoa'i","show tunes"
"TheMenzingers","alternative emo"
"TheMenzingers","emo"
"TheMenzingers","heartland rock"
"TheMenzingers","indie punk"
"TheMenzingers","melodic hardcore"
"TheMenzingers","orgcore"
"TheMenzingers","philly indie"
"TheMenzingers","pop punk"
"TheMenzingers","punk"
"TheMenzingers","skate punk"
"DanceWiththeDead","Unknown"
"SteamPoweredGiraffe","comic"
"SteamPoweredGiraffe","steampunk"
"TheoryofaDeadman","alternative metal"
"TheoryofaDeadman","canadian metal"
"TheoryofaDeadman","canadian rock"
"TheoryofaDeadman","nu metal"
"TheoryofaDeadman","post-grunge"
"TheoryofaDeadman","wrestling"
"Glasseater","Unknown"
"WeAreTheUnion","Unknown"
"SonicYouth","alternative rock"
"SonicYouth","art rock"
"SonicYouth","blues rock"
"SonicYouth","dream pop"
"SonicYouth","indie rock"
"SonicYouth","new wave"
"SonicYouth","noise pop"
"SonicYouth","noise rock"
"SonicYouth","post-punk"
"SonicYouth","punk"
"SonicYouth","rock"
"Rush","album rock"
"Rush","art rock"
"Rush","canadian metal"
"Rush","classic canadian rock"
"Rush","classic rock"
"Rush","hard rock"
"Rush","metal"
"Rush","progressive rock"
"Rush","rock"
"SLANDER","dubstep"
"SLANDER","edm"
"SLANDER","electro house"
"SLANDER","electronic trap"
"SLANDER","pop dance"
"AugustBurnsRed","christian metal"
"AugustBurnsRed","christian metalcore"
"AugustBurnsRed","melodic metalcore"
"AugustBurnsRed","metalcore"
"AugustBurnsRed","screamo"
"IPrevail","modern rock"
"IPrevail","nu-metalcore"
"TheMaine","modern alternative rock"
"TheMaine","modern rock"
"TheMaine","neon pop punk"
"TheMaine","pop emo"
"TheMaine","pop punk"
"TheMaine","pop rock"
"TheMaine","post-teen pop"
"TheMaine","tempe indie"
"IronMaiden","album rock"
"IronMaiden","hard rock"
"IronMaiden","metal"
"IronMaiden","nwobhm"
"IronMaiden","rock"
"HansZimmer","german soundtrack"
"HansZimmer","soundtrack"
"Teamheadkick","antiviral pop"
"AStaticLullaby","post-hardcore"
"AStaticLullaby","screamo"
"BulletsAndOctane","Unknown"
"Oh,Sleeper","christian hardcore"
"Oh,Sleeper","christian metal"
"Oh,Sleeper","christian metalcore"
"Oh,Sleeper","christian rock"
"Oh,Sleeper","melodic metalcore"
"Oh,Sleeper","metalcore"
"SonicBoomSix","dub punk"
"SonicBoomSix","modern ska punk"
"SonicBoomSix","ska"
"SonicBoomSix","ska punk"
"WeTheKings","neon pop punk"
"WeTheKings","piano rock"
"WeTheKings","pop punk"
"WeTheKings","pop rock"
"WeTheKings","post-teen pop"
"SoulAsylum","alternative rock"
"SoulAsylum","grunge"
"SoulAsylum","permanent wave"
"SoulAsylum","pop rock"
"SoulAsylum","post-grunge"
"SoulAsylum","rock"
"MarkMancina","soundtrack"
"Issues","nu-metalcore"
"Issues","pop punk"
"Issues","post-screamo"
"Issues","trancecore"
"TooCloseToTouch","Unknown"
"Volbeat","alternative metal"
"Volbeat","danish metal"
"Volbeat","danish rock"
"OKGo","alternative rock"
"OKGo","chicago indie"
"OKGo","dance-punk"
"OKGo","indie rock"
"OKGo","modern alternative rock"
"OKGo","modern rock"
"OKGo","permanent wave"
"OKGo","pop rock"
"OKGo","rock"
"Gojira","alternative metal"
"Gojira","french death metal"
"Gojira","french metal"
"Gojira","metal"
"Gojira","nu metal"
"Gojira","progressive groove metal"
"VaiMahina","movie tunes"
"Anti-Flag","melodic hardcore"
"Anti-Flag","pop punk"
"Anti-Flag","punk"
"Anti-Flag","ska punk"
"Anti-Flag","skate punk"
"RevTheory","alternative metal"
"RevTheory","christian rock"
"RevTheory","gymcore"
"RevTheory","nu metal"
"RevTheory","post-grunge"
"RevTheory","rap rock"
"RevTheory","rebel blues"
"RevTheory","wrestling"
"Emery","christian rock"
"Emery","dreamo"
"Emery","pop punk"
"Emery","post-hardcore"
"Emery","progressive post-hardcore"
"Emery","screamo"
"Jet","alternative rock"
"Jet","modern rock"
"Jet","rock"
"HEALTH","dark clubbing"
"HEALTH","grave wave"
"HEALTH","metropopolis"
"HEALTH","noise pop"
"HEALTH","noise rock"
"TheAmityAffliction","australian metalcore"
"TheAmityAffliction","melodic metalcore"
"TheAmityAffliction","metalcore"
"TheAmityAffliction","screamo"
"CountingCrows","alternative rock"
"CountingCrows","neo mellow"
"CountingCrows","pop rock"
"CountingCrows","rock"
"SocialDistortion","punk"
"SocialDistortion","punk 'n' roll"
"SocialDistortion","skate punk"
"SocialDistortion","socal pop punk"
"Rihanna","barbadian pop"
"Rihanna","dance pop"
"Rihanna","pop"
"Rihanna","pop rap"
"Rihanna","post-teen pop"
"Rihanna","urban contemporary"
"Grayscale","anthem emo"
"Grayscale","pop punk"
"VanceJoy","folk-pop"
"VanceJoy","modern rock"
"VanceJoy","pop"
"VanceJoy","pop rock"
"AlienAntFarm","alternative metal"
"AlienAntFarm","funk metal"
"AlienAntFarm","nu metal"
"AlienAntFarm","post-grunge"
"AlienAntFarm","rap rock"
"CrownTheEmpire","metalcore"
"CrownTheEmpire","post-post-hardcore"
"CrownTheEmpire","post-screamo"
"CrownTheEmpire","screamo"
"CrownTheEmpire","trancecore"
"Rancid","punk"
"Rancid","rap rock"
"Rancid","ska"
"Rancid","ska punk"
"Rancid","skate punk"
"Wolfmother","alternative rock"
"Wolfmother","australian psych"
"Wolfmother","garage rock"
"Wolfmother","modern alternative rock"
"Wolfmother","modern blues rock"
"Wolfmother","modern rock"
"Wolfmother","rock"
"JonBonJovi","hard rock"
"JonBonJovi","rock"
"TheCivilWars","acoustic pop"
"TheCivilWars","indie folk"
"TheCivilWars","indiecoustica"
"TheCivilWars","neo mellow"
"TheCivilWars","new americana"
"TheCivilWars","stomp and holler"
"GetScared","modern rock"
"GetScared","rock"
"GetScared","screamo"
"CrazyTown","alternative metal"
"CrazyTown","funk metal"
"CrazyTown","nu metal"
"CrazyTown","rap rock"
"AshleyO","arkansas country"
"AshleyO","contemporary country"
"AshleyO","country"
"AshleyO","country pop"
"UponThisDawning","italian metalcore"
"UponThisDawning","metalcore"
"UponThisDawning","post-screamo"
"UponThisDawning","screamo"
"UponThisDawning","trancecore"
"Compressorhead","diy pop punk"
"Avatar","alternative metal"
"Avatar","gothenburg metal"
"Avatar","melodic death metal"
"Avatar","nu metal"
"Avatar","swedish melodeath"
"grandson","modern alternative rock"
"grandson","modern rock"
"grandson","rock"
"Hozier","irish singer-songwriter"
"Hozier","modern rock"
"Hozier","pop"
"Sherwood","dreamo"
"Sherwood","neon pop punk"
"Sherwood","pop punk"
"ModernBaseball","alternative emo"
"ModernBaseball","emo"
"ModernBaseball","philly indie"
"ModernBaseball","pop punk"
"Dimatik","melbourne bounce international"
"EllieGoulding","dance pop"
"EllieGoulding","edm"
"EllieGoulding","electropop"
"EllieGoulding","indietronica"
"EllieGoulding","metropopolis"
"EllieGoulding","pop"
"EllieGoulding","post-teen pop"
"EllieGoulding","tropical house"
"EllieGoulding","uk pop"
"Attila","atlanta metal"
"Attila","deathcore"
"Attila","melodic metalcore"
"Attila","metalcore"
"Attila","nu-metalcore"
"Attila","rap metal"
"Attila","screamo"
"LikePacific","alternative emo"
"LikePacific","anthem emo"
"LikePacific","canadian pop punk"
"LikePacific","canadian punk"
"LikePacific","easycore"
"LikePacific","pop punk"
"LennyKravitz","permanent wave"
"LennyKravitz","pop rock"
"LennyKravitz","rock"
"TheWhiteStripes","alternative rock"
"TheWhiteStripes","blues rock"
"TheWhiteStripes","detroit rock"
"TheWhiteStripes","garage rock"
"TheWhiteStripes","modern blues rock"
"TheWhiteStripes","modern rock"
"TheWhiteStripes","permanent wave"
"TheWhiteStripes","punk blues"
"TheWhiteStripes","rock"
"RelientK","canadian ccm"
"RelientK","christian alternative rock"
"RelientK","christian music"
"RelientK","christian punk"
"RelientK","christian rock"
"RelientK","pop punk"
"RelientK","pop rock"
"Yellowcard","bow pop"
"Yellowcard","emo"
"Yellowcard","pop punk"
"Yellowcard","pop rock"
"Yellowcard","socal pop punk"
"DannyWorsnop","Unknown"
"YouMeAtSix","Unknown"
"EricClapton","album rock"
"EricClapton","blues rock"
"EricClapton","classic rock"
"EricClapton","electric blues"
"EricClapton","mellow gold"
"EricClapton","rock"
"EricClapton","soft rock"
"CuteIsWhatWeAimFor","Unknown"
"BlueOctober","pop rock"
"BlueOctober","post-grunge"
"BlueOctober","san marcos tx indie"
"ProfessorElemental","comedy rap"
"ProfessorElemental","comic"
"ProfessorElemental","dark cabaret"
"ProfessorElemental","steampunk"
"Grade","uk dance"
"TheWailers","dub"
"TheWailers","reggae"
"TheWailers","rock steady"
"TheWailers","roots reggae"
"TheWailers","ska"
"Oxymorrons","Unknown"
"EskimoCallboy","comic metal"
"EskimoCallboy","german metalcore"
"EskimoCallboy","trancecore"
"America","album rock"
"America","art rock"
"America","classic rock"
"America","country rock"
"America","folk"
"America","folk rock"
"America","mellow gold"
"America","rock"
"America","soft rock"
"EnvyOnTheCoast","Unknown"
"Underoath","christian metal"
"Underoath","christian metalcore"
"Underoath","melodic metalcore"
"Underoath","metalcore"
"Underoath","pop punk"
"Underoath","post-hardcore"
"Underoath","screamo"
"Underoath","tampa indie"
"TheLumineers","folk-pop"
"TheLumineers","modern rock"
"TheLumineers","pop"
"TheLumineers","stomp and holler"
"MooseBlood","alternative emo"
"MooseBlood","anthem emo"
"MooseBlood","kent indie"
"MooseBlood","modern alternative rock"
"EatYourHeartOut","Unknown"
"Alcest","atmospheric black metal"
"Alcest","blackgaze"
"Alcest","french black metal"
"Alcest","french metal"
"Alcest","french shoegaze"
"Alcest","post-black metal"
"Alcest","post-metal"
"Alcest","shoegaze"
"Meshuggah","alternative metal"
"Meshuggah","death metal"
"Meshuggah","djent"
"Meshuggah","nu metal"
"Meshuggah","progressive groove metal"
"Meshuggah","swedish metal"
"Meshuggah","technical groove metal"
"Meshuggah","technical thrash"
"fun.","baroque pop"
"fun.","metropopolis"
"fun.","modern rock"
"fun.","pop"
"fun.","pop rock"
"Passenger","folk-pop"
"Passenger","neo mellow"
"Passenger","pop"
"Passenger","pop rock"
"Motörhead","experimental house"
"NormandCorbeil","canadian soundtrack"
"NormandCorbeil","video game music"
"FIDLAR","australian garage punk"
"FIDLAR","indie garage rock"
"FIDLAR","noise pop"
"AndyBlack","pixie"
"TheLonelyIsland","comedy rap"
"TheLonelyIsland","comic"
"TheLonelyIsland","pop rap"
"JenniferThomas","new age"
"JenniferThomas","new age piano"
"FractalDreamers","speedrun"
"DavidWilcox","folk"
"Apocalyptica","alternative metal"
"Apocalyptica","bow pop"
"Apocalyptica","cello"
"Apocalyptica","finnish metal"
"Apocalyptica","symphonic metal"
"Fightstar","british alternative rock"
"Fightstar","uk post-hardcore"
"Jamie'sElsewhere","melodic metalcore"
"Jamie'sElsewhere","metalcore"
"Jamie'sElsewhere","post-screamo"
"Jamie'sElsewhere","progressive post-hardcore"
"Jamie'sElsewhere","screamo"
"Jamie'sElsewhere","trancecore"
"TheStooges","alternative rock"
"TheStooges","classic rock"
"TheStooges","detroit rock"
"TheStooges","folk rock"
"TheStooges","garage rock"
"TheStooges","permanent wave"
"TheStooges","post-punk"
"TheStooges","protopunk"
"TheStooges","psychedelic rock"
"TheStooges","punk"
"TheStooges","punk blues"
"TheStooges","rock"
"ArrestedYouth","modern alternative rock"
"ArrestedYouth","modern rock"
"AuthorityZero","arizona punk"
"AuthorityZero","melodic hardcore"
